image_name,algorithm,jpeg90,noise_sigma2,blur,median,bilateral,non_local_means,gamma09,salt_and_pepper,speckle,histogram,motion_blur
img_415.jpg,acme,0.4945652173913043,0.4673913043478261,0.483695652173913,0.4673913043478261,0.5271739130434783,0.483695652173913,0.44565217391304346,0.09239130434782608,0.5054347826086957,0.5054347826086957,0.47282608695652173
img_415.jpg,lsb,0.4714285714285714,0.49642857142857144,0.46621621621621623,0.5189393939393939,0.48484848484848486,0.5625,0.5166666666666667,0.21,0.5340909090909091,0.5457317073170732,0.5037878787878788
img_417.jpg,acme,0.46195652173913043,0.47282608695652173,0.4945652173913043,0.15760869565217392,0.5,0.5,0.30434782608695654,0.09239130434782608,0.5,0.5380434782608695,0.5163043478260869
img_417.jpg,lsb,0.4928571428571429,0.49242424242424243,0.4522058823529412,0.46774193548387094,0.4560810810810811,0.5,0.15,0.37037037037037035,0.48484848484848486,0.53125,0.4717741935483871
img_418.jpg,acme,0.43478260869565216,0.5217391304347826,0.5054347826086957,0.29891304347826086,0.5815217391304348,0.5271739130434783,0.32608695652173914,0.09239130434782608,0.5217391304347826,0.4782608695652174,0.5163043478260869
img_418.jpg,lsb,0.48214285714285715,0.5035714285714286,0.4742647058823529,0.4810606060606061,0.53515625,0.484375,0.5142857142857142,0.4956896551724138,0.5,0.532051282051282,0.5107142857142857
img_420.jpg,acme,0.3967391304347826,0.483695652173913,0.4673913043478261,0.44565217391304346,0.46195652173913043,0.4945652173913043,0.5489130434782609,0.05434782608695652,0.5108695652173914,0.5380434782608695,0.5543478260869565
img_420.jpg,lsb,0.4928571428571429,0.47265625,0.49642857142857144,0.5472972972972973,0.5178571428571429,0.6071428571428571,0.375,0.5092592592592593,0.44642857142857145,0.532051282051282,0.4889705882352941
img_421.jpg,acme,0.5380434782608695,0.45108695652173914,0.44565217391304346,0.03260869565217391,0.5217391304347826,0.4076086956521739,0.358695652173913,0.10869565217391304,0.5380434782608695,0.43478260869565216,0.44565217391304346
img_421.jpg,lsb,0.49264705882352944,0.48355263157894735,0.5160256410256411,0.5371621621621622,0.5128205128205128,0.41203703703703703,0.4475806451612903,0.135,0.5486111111111112,0.5083333333333333,0.5
