image_name,algorithm,jpeg90,noise_sigma2,blur,median,bilateral,non_local_means,gamma09,salt_and_pepper,speckle,histogram,motion_blur
img_131.jpg,acme,0.5271739130434783,0.5380434782608695,0.42934782608695654,0.3641304347826087,0.5,0.5489130434782609,0.32608695652173914,0.14673913043478262,0.45652173913043476,0.44021739130434784,0.44565217391304346
img_131.jpg,lsb,0.5116279069767442,0.45,0.4583333333333333,0.49166666666666664,0.5032894736842105,0.4879032258064516,0.5,0.07608695652173914,0.49390243902439024,0.47297297297297297,0.5357142857142857
img_132.jpg,acme,0.483695652173913,0.5163043478260869,0.5380434782608695,0.44565217391304346,0.5054347826086957,0.5815217391304348,0.5760869565217391,0.03804347826086957,0.483695652173913,0.45108695652173914,0.532608695652174
img_132.jpg,lsb,0.46774193548387094,0.48026315789473684,0.5107142857142857,0.4921875,0.5113636363636364,0.5472972972972973,0.4296875,0.4,0.5110294117647058,0.4375,0.5
img_133.jpg,acme,0.3967391304347826,0.4891304347826087,0.4782608695652174,0.10326086956521739,0.5380434782608695,0.5434782608695652,0.33695652173913043,0.09239130434782608,0.5271739130434783,0.5489130434782609,0.4945652173913043
img_133.jpg,lsb,0.4714285714285714,0.5540540540540541,0.5277777777777778,0.47058823529411764,0.54296875,0.46774193548387094,0.5192307692307693,0.2548076923076923,0.46875,0.5328947368421053,0.44396551724137934
img_134.jpg,acme,0.43478260869565216,0.5,0.5054347826086957,0.02717391304347826,0.3967391304347826,0.47282608695652173,0.21739130434782608,0.21195652173913043,0.5760869565217391,0.5163043478260869,0.5054347826086957
img_134.jpg,lsb,0.5071428571428571,0.506578947368421,0.5208333333333334,0.5,0.47265625,0.4609375,0.5138888888888888,0.40384615384615385,0.5,0.4742647058823529,0.48928571428571427
img_135.jpg,acme,0.45652173913043476,0.4945652173913043,0.44565217391304346,0.31521739130434784,0.5,0.483695652173913,0.21195652173913043,0.08695652173913043,0.46195652173913043,0.4782608695652174,0.5760869565217391
img_135.jpg,lsb,0.4527027027027027,0.5361842105263158,0.48928571428571427,0.38671875,0.5,0.4855769230769231,0.5842391304347826,0.005434782608695652,0.5448717948717948,0.4734848484848485,0.5535714285714286
img_136.jpg,acme,0.5,0.47282608695652173,0.4673913043478261,0.2554347826086957,0.5163043478260869,0.5217391304347826,0.25,0.1358695652173913,0.5054347826086957,0.5815217391304348,0.5869565217391305
img_136.jpg,lsb,0.5101351351351351,0.5551470588235294,0.4838709677419355,0.46875,0.4962121212121212,0.4475806451612903,0.45454545454545453,0.44,0.5403225806451613,0.45703125,0.5392857142857143
img_137.jpg,acme,0.4945652173913043,0.5217391304347826,0.5380434782608695,0.125,0.44565217391304346,0.45652173913043476,0.3695652173913043,0.09239130434782608,0.5543478260869565,0.5054347826086957,0.45652173913043476
img_137.jpg,lsb,0.45588235294117646,0.5,0.5073529411764706,0.41935483870967744,0.4527027027027027,0.5347222222222222,0.34,0.4698275862068966,0.5202702702702703,0.4435483870967742,0.45588235294117646
img_138.jpg,acme,0.5,0.4945652173913043,0.46195652173913043,0.20652173913043478,0.45108695652173914,0.4891304347826087,0.2717391304347826,0.11413043478260869,0.4891304347826087,0.5760869565217391,0.44021739130434784
img_138.jpg,lsb,0.5147058823529411,0.49242424242424243,0.4852941176470588,0.4742647058823529,0.5071428571428571,0.48046875,0.4522058823529412,0.3942307692307692,0.4966216216216216,0.5197368421052632,0.4785714285714286
img_139.jpg,acme,0.5217391304347826,0.4945652173913043,0.46195652173913043,0.18478260869565216,0.5054347826086957,0.4782608695652174,0.3423913043478261,0.09782608695652174,0.5217391304347826,0.44021739130434784,0.4673913043478261
