Cover Image,Phase,PSNR,SSIM,MSE,Entropy Diff,Blue_Cover,Blue_Stego,Blue_Detect,Green_Cover,Green_Stego,Green_Detect,Red_Cover,Red_Stego,Red_Detect,NCC,Noise Diff,Histogram Dist,Edge Diff,Skewness Diff,Kurtosis Diff
img_101.jpg,phase1,93.8411,1.0,0.0,0.0,1562.9743851384785,1563.3306377104905,more detectable by 0.3562525720119538,2228.4544927651896,2227.8918322461004,less detectable by 0.5626605190891496,1832.9789078870344,1832.0016824819586,less detectable by 0.977225405075842,0.9999643,0.16292897915525906,0.01577412465994132,0.6984805555555555,0.0014755515904566197,0.002011791189546752
img_101.jpg,phase2,84.7115,1.0,0.0002,0.0,1562.9743851384785,1555.2616476119786,less detectable by 7.71273752649995,2228.4544927651896,2213.2028134467205,less detectable by 15.251679318469087,1832.9789078870344,1821.144893401666,less detectable by 11.83401448536847,0.99996394,0.1629993595126944,0.015774166306040054,0.6985009259259259,0.0014787313240364267,0.002005879988812964
img_101.jpg,phase3,93.6938,1.0,0.0,-0.0,1562.9743851384785,1562.909141693995,less detectable by 0.06524344448348529,2228.4544927651896,2227.250752641285,less detectable by 1.2037401239044812,1832.9789078870344,1834.251738354859,more detectable by 1.2728304678246332,0.99996406,0.16292788460213714,0.015770683298419578,0.6985194444444445,0.0014753402844741303,0.0020115799338142892
img_101.jpg,phase4_1,94.1514,1.0,0.0,-0.0,1562.9743851384785,1563.3173705244888,more detectable by 0.3429853860102412,2228.4544927651896,2228.154788508102,less detectable by 0.2997042570877966,1832.9789078870344,1832.4931761695311,less detectable by 0.4857317175033131,0.9999643,0.1628337466139982,0.01577436697631129,0.6984990740740741,0.0014750344471721882,0.002011965127554305
img_101.jpg,phase4_2,91.305,1.0,0.0,-0.0,1562.9743851384785,1564.132138615357,more detectable by 1.1577534768784972,2228.4544927651896,2228.878141084066,more detectable by 0.42364831887653054,1832.9789078870344,1834.1345139884804,more detectable by 1.1556061014459829,0.9999643,0.16294299040031923,0.015774124602459895,0.6985,0.0014755255151237198,0.0020118570989033913
img_101.jpg,phase4_3,90.6835,1.0,0.0001,0.0,1562.9743851384785,1563.7912377328814,more detectable by 0.816852594402917,2228.4544927651896,2229.372388391497,more detectable by 0.9178956263076543,1832.9789078870344,1832.9789078870344,equal,0.99996424,0.1629311315940587,0.015774152123657684,0.6984935185185185,0.0014758602313201807,0.002011238648108371
img_101.jpg,phase4_4,90.4947,1.0,0.0001,-0.0,1562.9743851384785,1563.42891164494,more detectable by 0.4545265064614341,2228.4544927651896,2225.545987838108,less detectable by 2.9085049270815944,1832.9789078870344,1832.342718721416,less detectable by 0.6361891656183616,0.9999642,0.16290234335656884,0.015774716598621372,0.6984861111111111,0.0014753029370710644,0.002012096984926437
img_101.jpg,phase4_5,91.4178,1.0,0.0,0.0,1562.9743851384785,1564.3959348928504,more detectable by 1.4215497543718811,2228.4544927651896,2228.9268195692607,more detectable by 0.4723268040711446,1832.9789078870344,1833.3747468478737,more detectable by 0.3958389608392281,0.9999642,0.16279536146643991,0.015774138842457472,0.6984935185185185,0.0014750655973807328,0.0020118648175464493
img_102.jpg,phase1,94.8944,1.0,0.0,0.0,59130.75225402706,59136.34438740362,more detectable by 5.592133376558195,55957.5919160463,55954.36006561673,less detectable by 3.231850429569022,60763.14667652536,60762.818960288714,less detectable by 0.3277162366430275,0.9999491,-0.02853748819199531,0.027944687209836606,0.4789201596806387,0.0012166485167283136,0.0033455552449455084
img_102.jpg,phase2,86.0862,1.0,0.0002,0.0,59130.75225402706,59039.24999592659,less detectable by 91.50225810046686,55957.5919160463,55914.98568085485,less detectable by 42.60623519145156,60763.14667652536,60714.680908493036,less detectable by 48.46576803232165,0.9999491,-0.028470717218727515,0.027895593061713585,0.47905788423153695,0.0012161907493423718,0.003347716405729173
img_102.jpg,phase3,94.7153,1.0,0.0,0.0,59130.75225402706,59128.05885912082,less detectable by 2.69339490623679,55957.5919160463,55961.02774852944,more detectable by 3.4358324831409846,60763.14667652536,60757.374623309166,less detectable by 5.772053216191125,0.9999491,-0.028527856097708693,0.027958566242798136,0.4789441117764471,0.0012163469167689733,0.0033463641376125786
img_102.jpg,phase4_1,95.2268,1.0,0.0,0.0,59130.75225402706,59130.45402343948,less detectable by 0.2982305875775637,55957.5919160463,55957.04677709467,less detectable by 0.5451389516310883,60763.14667652536,60763.571489687034,more detectable by 0.424813161676866,0.9999491,-0.028517578947420574,0.02795071560907398,0.4789068529607452,0.0012162337504012244,0.0033468764854203137
img_102.jpg,phase4_2,91.9765,1.0,0.0,0.0,59130.75225402706,59116.999191410476,less detectable by 13.75306261658261,55957.5919160463,55956.94614257534,less detectable by 0.6457734709620127,60763.14667652536,60760.371846641945,less detectable by 2.774829883412167,0.999949,-0.028522977416832518,0.027938977957982898,0.4789527611443779,0.0012166998113018745,0.00334547774483962
img_102.jpg,phase4_3,92.5232,1.0,0.0,0.0,59130.75225402706,59106.8274823743,less detectable by 23.924771652760683,55957.5919160463,55956.74520304079,less detectable by 0.8467130055141752,60763.14667652536,60763.14667652536,equal,0.9999491,-0.028527534213061756,0.027940373692027887,0.47894344644045245,0.0012166263858325865,0.0033455978694436617
img_102.jpg,phase4_4,91.93,1.0,0.0,0.0,59130.75225402706,59130.30595064964,less detectable by 0.446303377415461,55957.5919160463,55957.89488786733,more detectable by 0.3029718210309511,60763.14667652536,60758.32482533941,less detectable by 4.821851185944979,0.99994886,-0.028680269380039647,0.027950617689669218,0.4789494344644045,0.0012165409090734713,0.0033466991219333053
img_102.jpg,phase4_5,93.0281,1.0,0.0,0.0,59130.75225402706,59130.91885689908,more detectable by 0.16660287202103063,55957.5919160463,55957.10912365053,less detectable by 0.48279239577095723,60763.14667652536,60762.327665550925,less detectable by 0.8190109744318761,0.99994946,-0.028619058176566625,0.027950389302299605,0.4789241516966068,0.001215994692048944,0.0033467381571585797
img_103.jpg,phase1,87.3929,1.0,0.0001,0.0,1000.9963939050843,1000.8480762505476,less detectable by 0.14831765453675416,585.5390368293778,586.2718132727713,more detectable by 0.7327764433935045,647.5077199021932,646.713387198809,less detectable by 0.7943327033842706,0.99991214,0.02596097960535282,0.02344911445129238,0.2861666666666667,0.0014484435046242528,0.012773500505536273
img_103.jpg,phase2,78.3282,1.0,0.001,0.0,1000.9963939050843,1006.8278838256222,more detectable by 5.83148992053782,585.5390368293778,581.6198551740672,less detectable by 3.919181655310581,647.5077199021932,646.0518543076221,less detectable by 1.4558655945711507,0.9999122,0.026211454167835768,0.02349236898596581,0.2869703703703704,0.0014409743281007525,0.012757113244669771
img_103.jpg,phase3,87.4384,1.0,0.0001,0.0,1000.9963939050843,1001.0738794921735,more detectable by 0.07748558708919973,585.5390368293778,585.1226232571274,less detectable by 0.4164135722503488,647.5077199021932,644.7944203807969,less detectable by 2.7132995213963795,0.9999122,0.025972572206059752,0.023442225827544884,0.2863925925925926,0.0014480303985149323,0.01278053475720009
img_103.jpg,phase4_1,87.0453,1.0,0.0001,-0.0,1000.9963939050843,992.7098755358805,less detectable by 8.286518369203804,585.5390368293778,585.9192074814351,more detectable by 0.3801706520573589,647.5077199021932,650.2404292032795,more detectable by 2.732709301086288,0.99991214,0.025992479703171867,0.02347529624346663,0.28605925925925924,0.001463460220880286,0.012854287907823725
img_103.jpg,phase4_2,84.3376,1.0,0.0002,0.0,1000.9963939050843,1001.7817351032329,more detectable by 0.7853411981485579,585.5390368293778,584.1465296458553,less detectable by 1.3925071835225253,647.5077199021932,646.5033765364859,less detectable by 1.0043433657073138,0.9999122,0.026059581359474393,0.023448905424717444,0.28624814814814814,0.0014515570734453531,0.012776751612361359
img_103.jpg,phase4_3,85.1745,1.0,0.0002,-0.0,1000.9963939050843,1002.7787988117122,more detectable by 1.782404906627903,585.5390368293778,584.6119149723893,less detectable by 0.9271218569884923,647.5077199021932,647.5077199021932,equal,0.9999122,0.025950440007433073,0.02344152634581354,0.28634814814814813,0.0014489680763366541,0.012772505351322128
img_103.jpg,phase4_4,84.8604,1.0,0.0002,0.0,1000.9963939050843,994.3343656874229,less detectable by 6.6620282176614865,585.5390368293778,586.3719845960163,more detectable by 0.8329477666385401,647.5077199021932,641.0520886385655,less detectable by 6.455631263627765,0.9999124,0.026012270394371484,0.023424709111819122,0.28605925925925924,0.0014579306658158986,0.012824566324232567
img_103.jpg,phase4_5,85.4547,1.0,0.0002,-0.0,1000.9963939050843,996.9386440098602,less detectable by 4.057749895224106,585.5390368293778,585.6531900489413,more detectable by 0.11415321956349089,647.5077199021932,655.8260397335767,more detectable by 8.31831983138352,0.9999124,0.02548388845724503,0.023452776233668548,0.28605185185185183,0.0014640936002721094,0.012890171325935285
img_104.jpg,phase1,102.8817,1.0,0.0,0.0,65556.72653703383,65556.43971179395,less detectable by 0.28682523987663444,195492.60263904417,195493.29249678284,more detectable by 0.6898577386746183,82761.55238662503,82761.93335457359,more detectable by 0.38096794855664484,0.9999487,0.137056961319443,0.016549353942139498,0.7178747860001929,0.00019594849971184616,0.0022456326285178463
