Cover Image,Phase,PSNR,SSIM,MSE,Entropy Diff,Blue_Cover,Blue_Stego,Blue_Detect,Green_Cover,Green_Stego,Green_Detect,Red_Cover,Red_Stego,Red_Detect
image_10.jpg,phase4_2,101.7317,1.0,0.0,-0.0,3251904.628669594,3251901.1926381323,less detectable by 3.4360314616933465,2295831.2850173404,2295830.3424381907,less detectable by 0.9425791497342288,3010028.4159377017,3010028.5589294103,more detectable by 0.1429917085915804
image_10.jpg,phase4_3,102.2483,1.0,0.0,-0.0,3251904.628669594,3251901.7074722825,less detectable by 2.921197311487049,2295831.2850173404,2295831.0646960977,less detectable by 0.22032124269753695,3010028.4159377017,3010028.4159377017,equal
image_10.jpg,phase4_4,103.1607,1.0,0.0,0.0,3251904.628669594,3251905.537040259,more detectable by 0.9083706652745605,2295831.2850173404,2295829.264209148,less detectable by 2.020808192435652,3010028.4159377017,3010027.8048435953,less detectable by 0.6110941064544022
image_11.jpg,phase1,99.6069,1.0,0.0,0.0,58737.251780503546,58735.79171348884,less detectable by 1.4600670147046912,43755.13796789023,43740.416792556454,less detectable by 14.721175333776046,89283.13813602974,89272.93203270632,less detectable by 10.206103323420393
image_11.jpg,phase2,90.1798,1.0,0.0001,0.0,58737.251780503546,58626.64007285635,less detectable by 110.61170764719282,43755.13796789023,43715.11338647676,less detectable by 40.024581413468695,89283.13813602974,89269.00001228976,less detectable by 14.138123739976436
image_11.jpg,phase3,99.91,1.0,0.0,0.0,58737.251780503546,58734.822670473244,less detectable by 2.429110030301672,43755.13796789023,43756.49514633596,more detectable by 1.357178445730824,89283.13813602974,89274.81770439053,less detectable by 8.320431639207527
image_11.jpg,phase4_1,99.3695,1.0,0.0,0.0,58737.251780503546,58736.911041523555,less detectable by 0.34073897999041947,43755.13796789023,43755.26787823481,more detectable by 0.12991034457809292,89283.13813602974,89283.3596461286,more detectable by 0.22151009886874817
image_11.jpg,phase4_2,96.4056,1.0,0.0,0.0,58737.251780503546,58715.94522607161,less detectable by 21.306554431932454,43755.13796789023,43736.370124890964,less detectable by 18.767842999266577,89283.13813602974,89266.63650238575,less detectable by 16.50163364398759
image_11.jpg,phase4_3,96.0473,1.0,0.0,0.0,58737.251780503546,58697.45421342113,less detectable by 39.79756708241621,43755.13796789023,43730.93097681418,less detectable by 24.206991076047416,89283.13813602974,89283.13813602974,equal
image_11.jpg,phase4_4,96.2228,1.0,0.0,0.0,58737.251780503546,58735.37008414517,less detectable by 1.881696358374029,43755.13796789023,43760.22748765678,more detectable by 5.089519766552257,89283.13813602974,89284.9294804907,more detectable by 1.7913444609584985
image_12.jpg,phase1,99.2331,1.0,0.0,0.0,218882.07936615637,218896.25101583006,more detectable by 14.171649673691718,288765.8249281332,288736.73609326105,less detectable by 29.088834872178268,588057.8554517643,588014.8559377758,less detectable by 42.99951398849953
image_12.jpg,phase2,89.8632,1.0,0.0001,0.0,218882.07936615637,218867.14551248628,less detectable by 14.93385367008159,288765.8249281332,288439.270601966,less detectable by 326.55432616721373,588057.8554517643,587614.0883360051,less detectable by 443.7671157591976
image_12.jpg,phase3,99.6069,1.0,0.0,0.0,218882.07936615637,218867.41303476892,less detectable by 14.666331387445098,288765.8249281332,288759.61185693555,less detectable by 6.213071197678801,588057.8554517643,588052.8081296461,less detectable by 5.047322118189186
image_12.jpg,phase4_1,99.3695,1.0,0.0,-0.0,218882.07936615637,218881.74004813412,less detectable by 0.3393180222483352,288765.8249281332,288767.43384084606,more detectable by 1.6089127128361724,588057.8554517643,588058.7524633171,more detectable by 0.8970115528209135
image_12.jpg,phase4_2,96.8477,1.0,0.0,0.0,218882.07936615637,218891.68811510902,more detectable by 9.608748952654423,288765.8249281332,288715.7912901678,less detectable by 50.03363796544727,588057.8554517643,588005.2610227466,less detectable by 52.594429017743096
image_12.jpg,phase4_3,96.9523,1.0,0.0,0.0,218882.07936615637,218891.33053663524,more detectable by 9.251170478877611,288765.8249281332,288697.91919966566,less detectable by 67.9057284675655,588057.8554517643,588057.8554517643,equal
image_12.jpg,phase4_4,96.8997,1.0,0.0,0.0,218882.07936615637,218881.9124308346,less detectable by 0.16693532175850123,288765.8249281332,288765.8260360453,more detectable by 0.0011079121031798422,588057.8554517643,588057.4151668582,less detectable by 0.44028490607161075
image_13.jpg,phase1,99.1885,1.0,0.0,-0.0,702311.8962287601,702293.4083590064,less detectable by 18.48786975373514,395830.0986097832,395840.0840840569,more detectable by 9.985474273678847,440953.34352122975,440968.0099452314,more detectable by 14.666424001625273
image_13.jpg,phase2,89.931,1.0,0.0001,-0.0,702311.8962287601,702123.6976685673,less detectable by 188.1985601928318,395830.0986097832,395746.21690507163,less detectable by 83.8817047115881,440953.34352122975,440942.5307269077,less detectable by 10.81279432203155
image_13.jpg,phase3,100.1798,1.0,0.0,0.0,702311.8962287601,702307.5738048789,less detectable by 4.32242388126906,395830.0986097832,395815.66177626105,less detectable by 14.436833522166125,440953.34352122975,440942.0655982704,less detectable by 11.277922959357966
image_13.jpg,phase4_1,99.1008,1.0,0.0,0.0,702311.8962287601,702307.0430180216,less detectable by 4.853210738510825,395830.0986097832,395831.9377355337,more detectable by 1.8391257504699752,440953.34352122975,440944.1022019414,less detectable by 9.24131928832503
image_13.jpg,phase4_2,96.548,1.0,0.0,-0.0,702311.8962287601,702270.7369263519,less detectable by 41.1593024082249,395830.0986097832,395825.3548261146,less detectable by 4.743783668614924,440953.34352122975,440982.63903698855,more detectable by 29.29551575880032
image_13.jpg,phase4_3,96.7963,1.0,0.0,0.0,702311.8962287601,702243.3230959409,less detectable by 68.57313281926326,395830.0986097832,395818.8549696937,less detectable by 11.243640089523979,440953.34352122975,440953.34352122975,equal
image_13.jpg,phase4_4,97.1695,1.0,0.0,-0.0,702311.8962287601,702310.8924931446,less detectable by 1.0037356155226007,395830.0986097832,395831.1209567556,more detectable by 1.0223469723714516,440953.34352122975,440949.6117496187,less detectable by 3.7317716110264882
image_14.jpg,phase1,99.0148,1.0,0.0,0.0,14496.843576461128,14498.389474385385,more detectable by 1.5458979242575879,6722.575137498895,6722.086017767402,less detectable by 0.4891197314927922,48797.01578473331,48796.11997761556,less detectable by 0.8958071177476086
image_14.jpg,phase2,90.4974,1.0,0.0001,0.0,14496.843576461128,14481.554942068418,less detectable by 15.288634392709355,6722.575137498895,6713.649611903644,less detectable by 8.925525595251202,48797.01578473331,48790.31734135793,less detectable by 6.69844337538234
image_14.jpg,phase3,99.5583,1.0,0.0,0.0,14496.843576461128,14497.315844772647,more detectable by 0.472268311519656,6722.575137498895,6722.120021597661,less detectable by 0.455115901233512,48797.01578473331,48797.00428816726,less detectable by 0.011496566046844237
image_14.jpg,phase4_1,99.4159,1.0,0.0,0.0,14496.843576461128,14496.666275519048,less detectable by 0.17730094207945513,6722.575137498895,6722.460141062688,less detectable by 0.11499643620663846,48797.01578473331,48796.97385088029,less detectable by 0.04193385301914532
image_14.jpg,phase4_2,96.4056,1.0,0.0,-0.0,14496.843576461128,14498.600395200552,more detectable by 1.7568187394244887,6722.575137498895,6722.638393942747,more detectable by 0.06325644385196938,48797.01578473331,48797.30599188452,more detectable by 0.2902071512071416
image_14.jpg,phase4_3,96.1782,1.0,0.0,0.0,14496.843576461128,14497.74130337376,more detectable by 0.8977269126316969,6722.575137498895,6722.771324801928,more detectable by 0.19618730303318443,48797.01578473331,48797.01578473331,equal
image_14.jpg,phase4_4,96.2228,1.0,0.0,0.0,14496.843576461128,14496.443644892606,less detectable by 0.3999315685214242,6722.575137498895,6722.598060127119,more detectable by 0.022922628224478103,48797.01578473331,48796.87441413782,less detectable by 0.1413705954910256
image_15.jpg,phase1,99.7056,1.0,0.0,0.0,519746.6140102678,519757.09927695966,more detectable by 10.485266691888683,441956.74758320616,441955.8577435019,less detectable by 0.8898397042648867,562546.4600256046,562542.9830313178,less detectable by 3.4769942867569625
image_15.jpg,phase2,90.1521,1.0,0.0001,0.0,519746.6140102678,519835.4552311193,more detectable by 88.84122085152194,441956.74758320616,441800.4181589592,less detectable by 156.32942424697103,562546.4600256046,562469.9799592312,less detectable by 76.4800663733622
image_15.jpg,phase3,99.91,1.0,0.0,0.0,519746.6140102678,519718.3627316798,less detectable by 28.251278587966226,441956.74758320616,441949.7115299137,less detectable by 7.036053292453289,562546.4600256046,562520.5363256163,less detectable by 25.92369998828508
image_15.jpg,phase4_1,100.0159,1.0,0.0,0.0,519746.6140102678,519746.8458904533,more detectable by 0.2318801855435595,441956.74758320616,441957.0452601097,more detectable by 0.29767690354492515,562546.4600256046,562545.9546180896,less detectable by 0.5054075149819255
image_15.jpg,phase4_2,95.9621,1.0,0.0,0.0,519746.6140102678,519753.14299496077,more detectable by 6.5289846929954365,441956.74758320616,441949.4986255589,less detectable by 7.248957647243515,562546.4600256046,562536.5569750147,less detectable by 9.90305058984086
image_15.jpg,phase4_3,95.7562,1.0,0.0,0.0,519746.6140102678,519758.09489475423,more detectable by 11.480884486460127,441956.74758320616,441946.38021401525,less detectable by 10.367369190906174,562546.4600256046,562546.4600256046,equal
image_15.jpg,phase4_4,96.2678,1.0,0.0,-0.0,519746.6140102678,519746.88756990654,more detectable by 0.27355963876470923,441956.74758320616,441956.4697504799,less detectable by 0.2778327262494713,562546.4600256046,562547.1304607319,more detectable by 0.6704351273365319
image_16.jpg,phase1,99.7056,1.0,0.0,0.0,9010.82468146971,9008.823264375238,less detectable by 2.0014170944723446,9630.600478942513,9629.949745009655,less detectable by 0.650733932858202,8703.478792589867,8703.659306165755,more detectable by 0.18051357588774408
image_16.jpg,phase2,90.4261,1.0,0.0001,-0.0,9010.82468146971,9012.847968801088,more detectable by 2.0232873313780146,9630.600478942513,9615.316212585185,less detectable by 15.284266357328306,8703.478792589867,8709.552714682344,more detectable by 6.073922092477005
image_16.jpg,phase3,99.5104,1.0,0.0,0.0,9010.82468146971,9010.998419776945,more detectable by 0.173738307234089,9630.600478942513,9630.426027317022,less detectable by 0.1744516254912014,8703.478792589867,8702.48074719836,less detectable by 0.998045391506821
image_16.jpg,phase4_1,99.6069,1.0,0.0,-0.0,9010.82468146971,9010.838068246905,more detectable by 0.013386777194682509,9630.600478942513,9630.543315533603,less detectable by 0.057163408910128055,8703.478792589867,8703.478000339288,less detectable by 0.0007922505792521406
image_16.jpg,phase4_2,96.1782,1.0,0.0,-0.0,9010.82468146971,9011.038490636898,more detectable by 0.21380916718771914,9630.600478942513,9629.905724514369,less detectable by 0.6947544281447335,8703.478792589867,8702.486017051766,less detectable by 0.9927755381013412
image_16.jpg,phase4_3,96.7963,1.0,0.0,0.0,9010.82468146971,9011.601594248103,more detectable by 0.7769127783922158,9630.600478942513,9629.533276380676,less detectable by 1.0672025618368934,8703.478792589867,8703.478792589867,equal
image_16.jpg,phase4_4,96.6456,1.0,0.0,-0.0,9010.82468146971,9010.717774785597,less detectable by 0.10690668411371007,9630.600478942513,9630.725247832728,more detectable by 0.12476889021490933,8703.478792589867,8703.243305584743,less detectable by 0.2354870051240141
image_17.jpg,phase1,99.5104,1.0,0.0,0.0,92276.54794619302,92275.81273283201,less detectable by 0.7352133610111196,71460.8136238309,71458.01370685082,less detectable by 2.799916980075068,219203.11489667388,219199.77861338537,less detectable by 3.336283288517734
image_17.jpg,phase2,90.3734,1.0,0.0001,0.0,92276.54794619302,92271.26050962269,less detectable by 5.28743657033192,71460.8136238309,71451.3880892147,less detectable by 9.425534616195364,219203.11489667388,219209.5017501961,more detectable by 6.3868535222136416
image_17.jpg,phase3,99.3695,1.0,0.0,0.0,92276.54794619302,92270.45786801189,less detectable by 6.09007818113605,71460.8136238309,71456.80924155923,less detectable by 4.004382271668874,219203.11489667388,219198.71587388258,less detectable by 4.399022791301832
image_17.jpg,phase4_1,99.8066,1.0,0.0,-0.0,92276.54794619302,92276.61312081339,more detectable by 0.06517462036572397,71460.8136238309,71461.4010429846,more detectable by 0.5874191537004663,219203.11489667388,219201.75611610024,less detectable by 1.3587805736460723
image_17.jpg,phase4_2,96.0473,1.0,0.0,0.0,92276.54794619302,92275.81469784043,less detectable by 0.7332483525970019,71460.8136238309,71459.07605677625,less detectable by 1.737567054646206,219203.11489667388,219214.45277195974,more detectable by 11.337875285855262
image_17.jpg,phase4_3,96.3132,1.0,0.0,0.0,92276.54794619302,92275.32572908385,less detectable by 1.2222171091707423,71460.8136238309,71457.70227792942,less detectable by 3.111345901474124,219203.11489667388,219203.11489667388,equal
image_17.jpg,phase4_4,96.2228,1.0,0.0,-0.0,92276.54794619302,92275.9323139716,less detectable by 0.6156322214228567,71460.8136238309,71460.57570828107,less detectable by 0.2379155498201726,219203.11489667388,219210.40982935688,more detectable by 7.294932682998478
image_18.jpg,phase1,99.7558,1.0,0.0,-0.0,14165.88474264557,14165.895945617778,more detectable by 0.01120297220768407,3193.636027620543,3193.5107504315324,less detectable by 0.12527718901037588,40228.06487929202,40228.6797093619,more detectable by 0.6148300698841922
image_18.jpg,phase2,90.7312,1.0,0.0001,0.0,14165.88474264557,14159.974882506916,less detectable by 5.9098601386540395,3193.636027620543,3193.051949146644,less detectable by 0.5840784738988987,40228.06487929202,40196.9705423398,less detectable by 31.094336952221056
image_18.jpg,phase3,100.2926,1.0,0.0,0.0,14165.88474264557,14165.640913609639,less detectable by 0.24382903593141236,3193.636027620543,3192.8136294323526,less detectable by 0.8223981881901636,40228.06487929202,40224.01946906355,less detectable by 4.045410228471155
image_18.jpg,phase4_1,99.7558,1.0,0.0,-0.0,14165.88474264557,14166.05903597869,more detectable by 0.17429333311883966,3193.636027620543,3193.4997262518596,less detectable by 0.1363013686832346,40228.06487929202,40228.51919492325,more detectable by 0.4543156312283827
image_18.jpg,phase4_2,97.0596,1.0,0.0,0.0,14165.88474264557,14164.987671134333,less detectable by 0.8970715112373,3193.636027620543,3193.7641880262286,more detectable by 0.1281604056857759,40228.06487929202,40217.9876355788,less detectable by 10.077243713218195
image_18.jpg,phase4_3,96.3592,1.0,0.0,-0.0,14165.88474264557,14164.066866255698,less detectable by 1.8178763898722536,3193.636027620543,3191.563705124771,less detectable by 2.072322495771914,40228.06487929202,40228.06487929202,equal
image_18.jpg,phase4_4,96.6953,1.0,0.0,0.0,14165.88474264557,14165.783121461196,less detectable by 0.10162118437438039,3193.636027620543,3193.41023724201,less detectable by 0.22579037853256523,40228.06487929202,40228.492589136345,more detectable by 0.4277098443271825
image_19.jpg,phase1,99.3695,1.0,0.0,0.0,4677.784959169069,4677.748446327345,less detectable by 0.03651284172428859,1268.6176046746225,1268.2290762046591,less detectable by 0.38852846996337576,9476.831457900267,9468.697155194872,less detectable by 8.134302705395385
image_19.jpg,phase2,90.4854,1.0,0.0001,0.0,4677.784959169069,4678.354731793164,more detectable by 0.5697726240950942,1268.6176046746225,1264.7847421506692,less detectable by 3.832862523953281,9476.831457900267,9442.268013925555,less detectable by 34.563443974711845
image_19.jpg,phase3,99.5104,1.0,0.0,0.0,4677.784959169069,4677.292819363487,less detectable by 0.49213980558215553,1268.6176046746225,1268.8763666007787,more detectable by 0.2587619261562395,9476.831457900267,9476.004305370143,less detectable by 0.8271525301242946
image_19.jpg,phase4_1,99.4629,1.0,0.0,-0.0,4677.784959169069,4677.917278977093,more detectable by 0.13231980802356702,1268.6176046746225,1268.568374483103,less detectable by 0.049230191519427535,9476.831457900267,9476.847533856182,more detectable by 0.01607595591485733
image_19.jpg,phase4_2,96.5966,1.0,0.0,0.0,4677.784959169069,4677.823674060985,more detectable by 0.03871489191533328,1268.6176046746225,1268.35100438129,less detectable by 0.26660029333243074,9476.831457900267,9456.239484532614,less detectable by 20.591973367652827
image_19.jpg,phase4_3,96.4526,1.0,0.0,-0.0,4677.784959169069,4677.73256065314,less detectable by 0.05239851592887135,1268.6176046746225,1267.6380574965303,less detectable by 0.9795471780921616,9476.831457900267,9476.831457900267,equal
image_19.jpg,phase4_4,96.3592,1.0,0.0,-0.0,4677.784959169069,4677.940393467571,more detectable by 0.1554342985018593,1268.6176046746225,1269.4535998103488,more detectable by 0.8359951357263071,9476.831457900267,9477.066450506036,more detectable by 0.2349926057686389
image_2.jpg,phase1,105.1637,1.0,0.0,-0.0,4405083.400968981,4405040.394627274,less detectable by 43.00634170696139,2445564.0551072843,2445521.9189327527,less detectable by 42.13617453165352,3247661.4265563255,3247682.9628026607,more detectable by 21.53624633513391
image_2.jpg,phase2,97.7086,1.0,0.0,0.0,4405083.400968981,4404616.623438086,less detectable by 466.77753089461476,2445564.0551072843,2445276.742729973,less detectable by 287.3123773112893,3247661.4265563255,3247287.9992784313,less detectable by 373.42727789422497
image_2.jpg,phase3,105.2974,1.0,0.0,0.0,4405083.400968981,4405038.988435005,less detectable by 44.41253397613764,2445564.0551072843,2445538.755630639,less detectable by 25.299476645421237,3247661.4265563255,3247649.7173188585,less detectable by 11.709237467031926
image_2.jpg,phase4_1,105.2078,1.0,0.0,0.0,4405083.400968981,4405078.000217419,less detectable by 5.40075156185776,2445564.0551072843,2445566.527665888,more detectable by 2.4725586036220193,3247661.4265563255,3247664.8674849346,more detectable by 3.440928609110415
image_2.jpg,phase4_2,102.6649,1.0,0.0,0.0,4405083.400968981,4404967.112261547,less detectable by 116.28870743419975,2445564.0551072843,2445504.870505799,less detectable by 59.184601485263556,3247661.4265563255,3247605.2101222426,less detectable by 56.21643408294767
image_2.jpg,phase4_3,102.867,1.0,0.0,0.0,4405083.400968981,4404856.686024879,less detectable by 226.71494410187006,2445564.0551072843,2445475.128224894,less detectable by 88.92688239039853,3247661.4265563255,3247661.4265563255,equal
image_2.jpg,phase4_4,102.1534,1.0,0.0,0.0,4405083.400968981,4405065.2115258295,less detectable by 18.18944315146655,2445564.0551072843,2445562.9176386157,less detectable by 1.1374686686322093,3247661.4265563255,3247671.035198563,more detectable by 9.608642237260938
image_20.jpg,phase1,99.5104,1.0,0.0,0.0,16696.260492841622,16694.671854884346,less detectable by 1.58863795727666,7325.410384566378,7325.352277842399,less detectable by 0.058106723978198715,6489.521533425213,6489.077462163614,less detectable by 0.44407126159967447
image_20.jpg,phase2,90.4438,1.0,0.0001,0.0,16696.260492841622,16685.2689761388,less detectable by 10.991516702822992,7325.410384566378,7309.486808209318,less detectable by 15.923576357059574,6489.521533425213,6476.739551450237,less detectable by 12.781981974976588
image_20.jpg,phase3,99.858,1.0,0.0,0.0,16696.260492841622,16695.31853817314,less detectable by 0.9419546684839588,7325.410384566378,7324.255106616953,less detectable by 1.155277949424999,6489.521533425213,6487.7717056189595,less detectable by 1.7498278062539612
image_20.jpg,phase4_1,99.91,1.0,0.0,-0.0,16696.260492841622,16696.121967487463,less detectable by 0.13852535415935563,7325.410384566378,7325.5570345927135,more detectable by 0.1466500263359194,6489.521533425213,6489.435213986786,less detectable by 0.0863194384273811
image_20.jpg,phase4_2,96.4526,1.0,0.0,0.0,16696.260492841622,16691.890403001413,less detectable by 4.370089840209403,7325.410384566378,7325.041012564712,less detectable by 0.36937200166539697,6489.521533425213,6486.070504181629,less detectable by 3.451029243584344
image_20.jpg,phase4_3,95.7966,1.0,0.0,0.0,16696.260492841622,16694.591989751363,less detectable by 1.668503090259037,7325.410384566378,7323.438498208667,less detectable by 1.9718863577109005,6489.521533425213,6489.521533425213,equal
image_20.jpg,phase4_4,96.7963,1.0,0.0,-0.0,16696.260492841622,16696.263354541676,more detectable by 0.0028617000534723047,7325.410384566378,7325.411907730659,more detectable by 0.0015231642810249468,6489.521533425213,6489.796897636756,more detectable by 0.2753642115421826
image_21.jpg,phase1,102.6843,1.0,0.0,0.0,846955.7006753096,846945.5116886059,less detectable by 10.188986703753471,630412.1454405779,630410.6818519299,less detectable by 1.4635886480100453,479070.5625156968,479069.91288397386,less detectable by 0.6496317229466513
image_21.jpg,phase2,93.6706,1.0,0.0,0.0,846955.7006753096,846959.1531600328,more detectable by 3.4524847231805325,630412.1454405779,630413.3560045512,more detectable by 1.2105639732908458,479070.5625156968,479046.58182423224,less detectable by 23.98069146455964
image_21.jpg,phase3,102.4616,1.0,0.0,0.0,846955.7006753096,846936.3302379206,less detectable by 19.370437389006838,630412.1454405779,630410.2581985495,less detectable by 1.8872420283732936,479070.5625156968,479064.19820964837,less detectable by 6.364306048431899
image_21.jpg,phase4_1,102.5052,1.0,0.0,-0.0,846955.7006753096,846954.4800987388,less detectable by 1.2205765708349645,630412.1454405779,630412.7814372908,more detectable by 0.6359967129537836,479070.5625156968,479068.6680600304,less detectable by 1.8944556664209813
image_21.jpg,phase4_2,100.0064,1.0,0.0,0.0,846955.7006753096,846936.5000495797,less detectable by 19.200625729979947,630412.1454405779,630404.2495069592,less detectable by 7.895933618652634,479070.5625156968,479071.94124962244,more detectable by 1.378733925637789
image_21.jpg,phase4_3,99.674,1.0,0.0,0.0,846955.7006753096,846925.5942834376,less detectable by 30.106391872046515,630412.1454405779,630398.0522710335,less detectable by 14.093169544357806,479070.5625156968,479070.5625156968,equal
image_21.jpg,phase4_4,99.3229,1.0,0.0,-0.0,846955.7006753096,846958.5124119238,more detectable by 2.811736614210531,630412.1454405779,630414.1248030859,more detectable by 1.9793625080492347,479070.5625156968,479065.91539953765,less detectable by 4.647116159147117
image_23.jpg,phase1,105.1736,1.0,0.0,0.0,65137.15970625311,65137.39372334723,more detectable by 0.23401709412428318,19036.29078007017,19035.78504794382,less detectable by 0.5057321263484482,51233.3875221504,51232.810222676206,less detectable by 0.5772994741928414
image_23.jpg,phase2,96.2041,1.0,0.0,0.0,65137.15970625311,65128.68106315678,less detectable by 8.478643096328597,19036.29078007017,19029.30736939957,less detectable by 6.9834106706002785,51233.3875221504,51222.15046927997,less detectable by 11.23705287042685
image_23.jpg,phase3,105.3087,1.0,0.0,0.0,65137.15970625311,65137.34016844308,more detectable by 0.1804621899718768,19036.29078007017,19036.632090547464,more detectable by 0.3413104772953375,51233.3875221504,51232.06599890623,less detectable by 1.3215232441652915
image_23.jpg,phase4_1,105.6411,1.0,0.0,0.0,65137.15970625311,65136.92376140254,less detectable by 0.23594485056673875,19036.29078007017,19036.015270978543,less detectable by 0.27550909162528114,51233.3875221504,51232.56276877456,less detectable by 0.8247533758403733
image_23.jpg,phase4_2,103.0447,1.0,0.0,-0.0,65137.15970625311,65137.28116826646,more detectable by 0.12146201335417572,19036.29078007017,19036.218324873902,less detectable by 0.07245519626667374,51233.3875221504,51233.325997537904,less detectable by 0.061524612494395114
image_23.jpg,phase4_3,102.6308,1.0,0.0,0.0,65137.15970625311,65137.468507830876,more detectable by 0.3088015777684632,19036.29078007017,19035.061452295497,less detectable by 1.2293277746721287,51233.3875221504,51233.3875221504,equal
image_23.jpg,phase4_4,103.6871,1.0,0.0,0.0,65137.15970625311,65136.641627724726,less detectable by 0.518078528381011,19036.29078007017,19036.154566342917,less detectable by 0.13621372725174297,51233.3875221504,51234.40994050922,more detectable by 1.0224183588215965
image_24.jpg,phase1,105.787,1.0,0.0,-0.0,10022808.392221525,10022818.362712556,more detectable by 9.970491031184793,8609122.880194351,8609129.425933033,more detectable by 6.545738682150841,8953854.62381077,8953890.197212927,more detectable by 35.57340215705335
image_24.jpg,phase2,96.8569,1.0,0.0,-0.0,10022808.392221525,10023108.758668149,more detectable by 300.36644662357867,8609122.880194351,8609123.112129953,more detectable by 0.23193560168147087,8953854.62381077,8953977.292745167,more detectable by 122.66893439739943
image_24.jpg,phase3,106.0144,1.0,0.0,0.0,10022808.392221525,10022745.490627453,less detectable by 62.90159407258034,8609122.880194351,8609067.292374577,less detectable by 55.587819773703814,8953854.62381077,8953813.117850836,less detectable by 41.50595993362367
image_24.jpg,phase4_1,105.5289,1.0,0.0,0.0,10022808.392221525,10022805.732945558,less detectable by 2.6592759676277637,8609122.880194351,8609122.787922738,less detectable by 0.09227161295711994,8953854.62381077,8953856.117180258,more detectable by 1.4933694880455732
image_24.jpg,phase4_2,102.5606,1.0,0.0,-0.0,10022808.392221525,10022824.299797986,more detectable by 15.907576460391283,8609122.880194351,8609115.850635301,less detectable by 7.029559049755335,8953854.62381077,8953858.147270786,more detectable by 3.523460015654564
image_24.jpg,phase4_3,103.0041,1.0,0.0,-0.0,10022808.392221525,10022862.736253811,more detectable by 54.34403228573501,8609122.880194351,8609159.856082605,more detectable by 36.975888254120946,8953854.62381077,8953854.62381077,equal
image_24.jpg,phase4_4,103.0041,1.0,0.0,0.0,10022808.392221525,10022804.266976409,less detectable by 4.125245116651058,8609122.880194351,8609118.77951964,less detectable by 4.100674711167812,8953854.62381077,8953859.878052473,more detectable by 5.254241703078151
image_25.jpg,phase1,102.83,1.0,0.0,-0.0,610741.401103108,610737.3181875219,less detectable by 4.082915586070158,722196.4951225294,722187.468048835,less detectable by 9.027073694393039,603255.1439990835,603258.3549482952,more detectable by 3.2109492116142064
image_25.jpg,phase2,93.3974,1.0,0.0,-0.0,610741.401103108,610749.734927228,more detectable by 8.33382411999628,722196.4951225294,722076.0280255931,less detectable by 120.46709693630692,603255.1439990835,603235.504564745,less detectable by 19.63943433854729
