Cover Image,Phase,PSNR,SSIM,MSE,Entropy Diff,Blue_Cover,Blue_Stego,Blue_Detect,Green_Cover,Green_Stego,Green_Detect,Red_Cover,Red_Stego,Red_Detect,NCC,Noise Diff,Histogram Dist,Edge Diff,Skewness Diff,Kurtosis Diff
img_431.jpg,phase1,99.2756,1.0,0.0,0.0,50149.90678539628,50141.696243797334,less detectable by 8.210541598942655,47641.75771336936,47630.1791282491,less detectable by 11.578585120259959,155477.56547897117,155457.12862534146,less detectable by 20.43685362971155,0.9999714,-0.06840524453690833,0.02607828148330725,0.5560293898260181,0.0012356854674185139,0.002735862558888247
img_431.jpg,phase2,90.4712,1.0,0.0001,-0.0,50149.90678539628,50168.106811816215,more detectable by 18.200026419937785,47641.75771336936,47664.431921587566,more detectable by 22.674208218202693,155477.56547897117,155484.29115040533,more detectable by 6.725671434163814,0.9999714,-0.0683853957316316,0.026083719625874736,0.5560848585762159,0.001236128483870641,0.0027356122710475717
img_431.jpg,phase3,99.7811,1.0,0.0,0.0,50149.90678539628,50149.85949714883,less detectable by 0.04728824744961457,47641.75771336936,47641.102423727054,less detectable by 0.6552896423090715,155477.56547897117,155474.7404714071,less detectable by 2.8250075640680734,0.99997133,-0.06840472113412233,0.02607831216399772,0.5560367350029849,0.0012356803108521178,0.0027358550127964953
img_431.jpg,phase4_1,98.9096,1.0,0.0,-0.0,50149.90678539628,50153.29879684803,more detectable by 3.3920114517532056,47641.75771336936,47641.78860500217,more detectable by 0.030891632806742564,155477.56547897117,155477.50734578015,less detectable by 0.05813319102162495,0.9999714,-0.06843993998446507,0.026078433631892634,0.5560271102883387,0.0012357125048223852,0.0027358701868211988
img_431.jpg,phase4_2,96.2653,1.0,0.0,0.0,50149.90678539628,50121.65122744821,less detectable by 28.2555579480686,47641.75771336936,47614.04787865992,less detectable by 27.709834709443385,155477.56547897117,155430.36195362074,less detectable by 47.20352535042912,0.99997133,-0.0683988183169042,0.02607597141867387,0.5560395211045931,0.0012354287452975843,0.0027359773982682523
img_431.jpg,phase4_3,96.4605,1.0,0.0,0.0,50149.90678539628,50150.493032027734,more detectable by 0.5862466314574704,47641.75771336936,47602.44255929976,less detectable by 39.31515406960534,155477.56547897117,155477.56547897117,equal,0.9999714,-0.06840434351557434,0.026077923803312204,0.5560296431079824,0.0012356932498977166,0.0027358835912421053
img_431.jpg,phase4_4,95.7697,1.0,0.0,-0.0,50149.90678539628,50147.75857225453,less detectable by 2.1482131417506025,47641.75771336936,47641.76074235736,more detectable by 0.0030289879941847175,155477.56547897117,155477.5945348257,more detectable by 0.029055854538455606,0.9999714,-0.06848729605782822,0.02607819309388082,0.5560382546947712,0.001235693141771764,0.0027357988302019187
img_431.jpg,phase4_5,96.9908,1.0,0.0,-0.0,50149.90678539628,50149.703943929664,less detectable by 0.20284146661288105,47641.75771336936,47641.44447298187,less detectable by 0.3132403874915326,155477.56547897117,155477.60303664795,more detectable by 0.03755767678376287,0.9999714,-0.06844269601461761,0.026078328694105656,0.5560291365440537,0.001235702073591978,0.002735852175187903
img_433.jpg,phase1,89.1534,1.0,0.0001,0.0,3584.507780727129,3584.651363213993,more detectable by 0.14358248686403385,845.1794304344764,845.5587619014063,more detectable by 0.37933146692989794,1903.6049265991442,1903.0914710800807,less detectable by 0.5134555190634273,0.9999622,-0.08641307565219591,0.03347752338781994,0.36842322885109974,0.002321886167855447,0.0005790752641403607
img_433.jpg,phase2,79.919,1.0,0.0007,0.0,3584.507780727129,3570.326918766728,less detectable by 14.180861960401216,845.1794304344764,845.8853063213073,more detectable by 0.7058758868308814,1903.6049265991442,1907.4956484977388,more detectable by 3.89072189859462,0.9999621,-0.08645164149984907,0.03348261609939459,0.36861343043721556,0.0023192082792632407,0.0005855383346995424
