
File name,Above stego threshold?,Secret message size in bytes (ignore for clean files),Primary Sets,Chi Square,Sample Pairs,RS analysis,Fusion (mean)
img_401_phase1.png,false,7206,0.002040396921601898,3.3272101141315104E-4,0.0029022155048552974,0.004651282422723274,0.002481653965148405
img_401_phase2.png,false,7240,0.00207519509599169,3.2334315913611723E-4,0.0029125632248106145,0.004662326043340252,0.0024933568808196685
img_401_phase3.png,false,7697,0.0020312090663533815,3.3066381183825106E-4,0.00290311246411768,0.004654018074014219,0.0024797508540808826
img_401_phase4_1.png,false,7691,0.0020312090704219694,3.3066381183825106E-4,0.0028987864678041947,0.004650029402231778,0.0024776721880740487
img_401_phase4_2.png,false,7225,0.0020515516791403867,3.407332544473737E-4,0.002906121440185575,0.0046547705372608555,0.0024882942277585475
img_401_phase4_3.png,false,7710,0.0020338334045376066,3.4568671516878183E-4,0.0029060229410419014,0.004649786244269727,0.0024838323262545044
img_401_phase4_4.png,false,7205,0.002044330747337988,3.3066381183825106E-4,0.0029002381471362085,0.004651303059090229,0.002481633941350669
img_401_phase4_5.png,false,7201,0.0020384246542901113,3.3066381183825106E-4,0.0028995690013361975,0.004652255406033789,0.002480228218374587
img_402_phase1.png,false,63061,0.04191217412461034,0.013532623325184095,0.12090651995249886,0.11994659347769629,0.0740744777199974
img_402_phase2.png,false,63130,0.04238304036301197,0.01298018697554635,0.12111909698321142,0.12012903559707644,0.07415283997971155
img_402_phase3.png,false,70851,0.04204809447461428,0.013385532923828327,0.1209740621269708,0.1199574327993702,0.0740912805811959
img_402_phase4_1.png,false,70744,0.041738873718774355,0.013350119909323787,0.12091847699335745,0.11991402688715426,0.07398037437715246
img_402_phase4_2.png,false,63144,0.04198387549226175,0.013776763566876491,0.12095110616519839,0.11997340889789149,0.07417128853055702
img_402_phase4_3.png,false,70840,0.04186192862474225,0.013689707785431899,0.12085771789736267,0.11991086091585659,0.07408005380584835
img_402_phase4_4.png,false,63046,0.041960262023217676,0.013350119909323787,0.12097963059393675,0.1199369736820908,0.07405674655214226
img_402_phase4_5.png,false,62949,0.0417142539011277,0.013350119909323787,0.12081541909320581,0.1198927877501988,0.07394314516346402
img_403_phase1.png,false,28964,0.0059005114095037605,1.7036938585040067E-11,0.00915629419936823,0.009030872377087561,0.006021919500749122
img_403_phase2.png,false,29411,0.005993034948741713,5.658604986239762E-5,0.009289706687014662,0.009119540113351256,0.006114716949742508
img_403_phase3.png,false,36208,0.005908295904445969,5.95545783929596E-11,0.009162307935303935,0.009031476758002666,0.006025520164326787
img_403_phase4_1.png,false,36182,0.005906580848695732,5.95545783929596E-11,0.009152391342819163,0.009025612132401514,0.006021146095867747
img_403_phase4_2.png,false,28978,0.005904855610542847,1.9629800653424197E-7,0.009159796272991136,0.009034320094619458,0.0060247920690399935
img_403_phase4_3.png,false,36182,0.005903109664343838,1.054073498458091E-9,0.00915354498854191,0.009028081521070656,0.006021184307007476
img_403_phase4_4.png,false,28960,0.005903109588294787,5.95545783929596E-11,0.009154739598830808,0.009026855766471635,0.006021176253287952
img_403_phase4_5.png,false,28980,0.005911787808326789,5.95545783929596E-11,0.009159192176836129,0.009029757476677266,0.006025184380348691
img_404_phase1.png,false,1215955,0.05654253967835325,1.4894344259047074E-4,0.21768868783692832,0.2870011613647474,0.14034533308065486
img_404_phase2.png,false,1216131,0.056504776711905964,2.565176330336337E-4,0.2176973813220526,0.28700066285600906,0.14036483463075033
img_404_phase3.png,false,1633961,0.05655678532446789,1.3920759670926565E-4,0.2176901073002062,0.2870012801503795,0.1403468450929407
img_404_phase4_1.png,false,1633978,0.05655697570351013,1.3920759670926565E-4,0.21769206490616624,0.2870066365879202,0.14034872119857644
img_404_phase4_2.png,false,1215980,0.056511552618274175,2.0414849133678202E-4,0.21768657262028657,0.28698951611726253,0.14034794746179002
img_404_phase4_3.png,false,1634204,0.0565389346427537,2.540626603481894E-4,0.2176835610199097,0.286994529586736,0.14036777197743688
img_404_phase4_4.png,false,1215910,0.05652810013991872,1.3920759670926565E-4,0.21769041256554922,0.287005136701395,0.14034071425089306
img_404_phase4_5.png,false,1215976,0.05655697843393978,1.3920759670926565E-4,0.21769066266162632,0.2870068363503147,0.1403484212606475
img_405_phase1.png,false,188611,NaN,0.002544979280338681,null,0.11511627315072104,0.05883062621552986
img_405_phase2.png,false,188919,NaN,0.002703264239477355,null,0.11514917356839939,0.05892621890393837
img_405_phase3.png,false,204999,NaN,0.0025568048249418004,null,0.1151056179288363,0.058831211376889056
img_405_phase4_1.png,false,204990,NaN,0.0025568048249418004,null,0.11510033857914448,0.05882857170204314
img_405_phase4_2.png,false,188797,NaN,0.0026560129264576694,null,0.1151205885649722,0.05888830074571494
img_405_phase4_3.png,false,205127,NaN,0.002655415083103974,null,0.11508047294052161,0.05886794401181279
img_405_phase4_4.png,false,188658,NaN,0.0025568048249418004,null,0.1151329017136421,0.05884485326929195
img_405_phase4_5.png,false,188598,NaN,0.0025568048249418004,null,0.11509585186434168,0.05882632834464174
img_406_phase1.png,false,5084,0.01822123330805786,4.532434362924552E-10,null,0.03504935096663115,0.017756861575977483
img_406_phase2.png,false,5313,0.018796957308923355,0.0010627780455341523,null,0.03581068970772804,0.01855680835406185
